"ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"12607","Cebpz","CCAAT/enhancer binding protein zeta",0.617222898134931,5.42186179626048,5.55290135439024,0.000119366082884083,0.00142052829359944,1.04476773847089
"102442","Dennd4a","DENN domain containing 4A",1.31772947334692,6.41348196544929,5.55017523090669,0.000119891914167809,0.00142571242400907,0.995872018332021
"20084","Rps18","ribosomal protein S18",0.963001675554064,3.32918578390512,5.54564835278726,0.000120770486665593,0.00143508027914514,1.38066150337287
"210106","Tent4a","terminal nucleotidyltransferase 4A",0.597052872009912,5.3967590328297,5.54387518496076,0.000121116468863467,0.00143711803243207,1.02724675064716
"60510","Syt9","synaptotagmin IX",1.36730679152689,3.49111773002537,5.54338980042676,0.000121211359576775,0.00143711803243207,1.44684119427686
"14960","H2-Aa","histocompatibility 2, class II antigen A, alpha",2.44792583449673,1.53196440984437,5.54308178874826,0.000121271615251142,0.00143711803243207,1.46500744653659
"277250","Kdm3b","KDM3B lysine (K)-specific demethylase 3B",-0.548472247516958,6.0896740314652,-5.54290757185398,0.000121305710912705,0.00143711803243207,0.98480659177026
"17260","Mef2c","myocyte enhancer factor 2C",-0.622339654519418,2.739850496914,-5.53764626536587,0.000122340165837956,0.00144828762614462,0.970884929676393
"59022","Edf1","endothelial differentiation-related factor 1",0.521841963203479,5.99662248422268,5.53655730236935,0.000122555431937992,0.00144975003469164,0.991016165657463
"432530","Adcy1","adenylate cyclase 1",2.17376847913268,0.362789598556315,5.535129614324,0.0001228382621413,0.00145200889669492,1.19408998094107
"232533","Stk38l","serine/threonine kinase 38 like",-1.03580089050045,3.79902533861613,-5.53223069268817,0.00012341466771425,0.00145773199443647,1.25447304732643
"56636","Fgf21","fibroblast growth factor 21",5.14995183105622,-2.2521095926799,5.53153682982645,0.000123553053922679,0.00145789030181003,0.677786507186578
"433968","Nme-ps1","NME/NM23 nucleoside diphosphate kinase, pseudogene 1",0.82620513988422,4.8938374723432,5.53123868688738,0.000123612566718896,0.00145789030181003,1.13411527155235
"77996","Cutal","cutA divalent cation tolerance homolog-like",-2.31506241639947,2.22282441333557,-5.53035442136573,0.000123789254142328,0.00145888543808005,1.35277602498692
"223593","Washc5","WASH complex subunit 5",-0.604022248552204,5.21617462740759,-5.52789871894635,0.000124281331869094,0.00146359327038685,1.06175066254548
"55983","Pdzrn3","PDZ domain containing RING finger 3",1.41756367238224,4.73142040551032,5.5240230979172,0.000125062133663855,0.00147118151805804,1.3311611450592
"20364","Selenow","selenoprotein W",-0.49323013217444,5.70539519141819,-5.52311350837299,0.000125246132008797,0.00147118151805804,0.940029930760401
"12785","Cnbp","cellular nucleic acid binding protein",0.550111942854528,8.40225256173778,5.52295640082316,0.000125277941741166,0.00147118151805804,0.95741405695364
"117160","Ttyh2","tweety family member 2",-1.39208267842615,2.25555871909211,-5.52285712667164,0.000125298046273483,0.00147118151805804,1.36970346218815
"623453","Gm13669","predicted gene 13669",-0.704050015163479,4.16001259328968,-5.5204207091578,0.00012579252521129,0.00147589091940551,1.09268159317292
"215387","Ncaph","non-SMC condensin I complex, subunit H",1.90719520718658,3.30720283394148,5.51764402234857,0.000126358571218617,0.00148143238838206,1.42399370122201
"52609","Cbx7","chromobox 7",-0.841966806906057,3.86037132603863,-5.51553066675847,0.000126791191344843,0.00148540251150029,1.15405275465637
"50527","Ero1a","endoplasmic reticulum oxidoreductase 1 alpha",-0.624582326450086,6.09820595481523,-5.51483943679178,0.000126933029943307,0.00148596267053631,0.943974634478771
"226154","Lzts2","leucine zipper, putative tumor suppressor 2",-0.636991836374378,6.35211729376672,-5.51409061336362,0.000127086875265431,0.0014866624549925,0.929053123920593
"225215","Rsl24d1","ribosomal L24 domain containing 1",0.898015658222893,3.94315493303146,5.51317100835901,0.000127276076415163,0.00148777449087666,1.25827767427798
"72828","Ubash3b","ubiquitin associated and SH3 domain containing, B",1.87802161573958,2.00343638812958,5.51204759434361,0.000127507612438487,0.00148937938431474,1.33205843745551
"16348","Invs","inversin",-0.783225627753797,2.40709624591215,-5.50852526303937,0.000128236447885721,0.00149643715699498,1.29341271514237
"22697","Zscan21","zinc finger and SCAN domain containing 21",-0.94240595171933,3.75192578333648,-5.50800917511226,0.000128343604174487,0.00149643715699498,1.15164312535293
"11426","Macf1","microtubule-actin crosslinking factor 1",-0.807006646387481,7.56305062289196,-5.50775747760577,0.000128395898815819,0.00149643715699498,0.927398345527035
"244962","Snx14","sorting nexin 14",-0.622649832693333,5.18075857154653,-5.50500198394452,0.000128969872255538,0.0015018806745274,0.965714209435051
"77128","Crebrf","CREB3 regulatory factor",-0.959121577258999,5.2021691948716,-5.50460387706644,0.000129053021767161,0.0015018806745274,0.984056740142988
"66249","Pno1","partner of NOB1 homolog",0.662371914549293,4.95879797752847,5.50394313472449,0.00012919115061554,0.00150238185748933,1.10573551872826
"192170","Eif4a3","eukaryotic translation initiation factor 4A3",0.548273791832576,5.16742686308718,5.50033279862956,0.000129948650938997,0.00151007976429405,1.02072109273423
"14056","Ezh2","enhancer of zeste 2 polycomb repressive complex 2 subunit",0.629788202894438,5.54111978744342,5.49571295045235,0.000130924792950297,0.00151891553820141,0.956721454655625
"12333","Capn1","calpain 1",-0.864753420343291,5.16776824793725,-5.49566662579167,0.000130934620060605,0.00151891553820141,0.924068111772627
"330177","Taok3","TAO kinase 3",-0.748712131460396,3.6178474765528,-5.49537107709936,0.000130997334761359,0.00151891553820141,1.10275424698777
"382253","Cdkl5","cyclin dependent kinase like 5",-0.793729905167354,4.15381862232906,-5.49203502898763,0.000131707434686866,0.00152602954383521,0.96165113650977
"214133","Tet2","tet methylcytosine dioxygenase 2",-0.801065176079858,4.71937835123937,-5.49101128003722,0.000131926158723202,0.00152668234591382,1.0441980695641
"236899","Pcyt1b","phosphate cytidylyltransferase 1, choline, beta isoform",-0.906632809032847,0.503130303469572,-5.49086717134811,0.000131956978266153,0.00152668234591382,1.15161100546394
"399510","Map4k5","mitogen-activated protein kinase kinase kinase kinase 5",-0.478663986193719,5.66807668389573,-5.48984890262863,0.000132174964723389,0.00152808569311518,0.886084912643537
"12567","Cdk4","cyclin dependent kinase 4",0.715614127330111,6.51827086469086,5.48887513540887,0.00013238377938082,0.00152890467753768,0.90118872590942
"100038560","Gm10687","predicted gene 10687",-1.49753486618956,-0.460894391331489,-5.48846589028315,0.000132471641608381,0.00152890467753768,1.37491998608273
"213753","Zfp598","zinc finger protein 598",0.587226520363664,7.35383473062737,5.48816616614259,0.000132536029373995,0.00152890467753768,0.883978499151072
"102607","Snx19","sorting nexin 19",-0.538298543818652,4.79317527377773,-5.48558308687273,0.000133092303641493,0.00153420187217371,1.01942697252499
"72053","Tmub2","transmembrane and ubiquitin-like domain containing 2",-0.579424497123998,4.6131852317755,-5.48364225620032,0.000133511885689407,0.00153791679404911,1.05301219760458
"72061","Aopep","aminopeptidase O",-0.605744558992027,4.92331045527862,-5.48306508269088,0.000133636931645002,0.00153823602892762,0.8904802622587
"72978","Cnih3","cornichon family AMPA receptor auxiliary protein 3",3.6527751861749,-1.75449839117703,5.48158682332956,0.000133957762883677,0.00154080675736072,0.867322385644234
"14066","F3","coagulation factor III",1.55040307887389,6.44384313000207,5.48097228184979,0.000134091377413421,0.00154122191173942,0.885081031153108
"13057","Cyba","cytochrome b-245, alpha polypeptide",0.92939544464459,5.02448900795165,5.47892418539125,0.000134537692141823,0.0015452279699196,1.15669246573497
"19704","Upf1","UPF1 RNA helicase and ATPase",0.499780385267273,6.51015932297814,5.47706584994423,0.00013494400892255,0.00154876914815684,0.876791336639865
"100041106","Gm3141","predicted gene 3141",0.700153921719314,4.7422367405232,5.47269726064509,0.000135904281026051,0.00155865838703607,0.98955796726822
"243725","Ppp1r9a","protein phosphatase 1, regulatory subunit 9A",3.60775469005091,2.0144807604988,5.47034284236341,0.000136424794926935,0.00156349344381818,0.611690551453867
"338362","Ust","uronyl-2-sulfotransferase",-0.990513700096058,2.17226883660786,-5.4691770131475,0.000136683312933908,0.00156497021289851,0.972231128081706
"245688","Rbbp7","retinoblastoma binding protein 7, chromatin remodeling factor",0.55982432684806,7.11934616271549,5.46886899973063,0.000136751699823643,0.00156497021289851,0.853724076459194
"215114","Hip1","huntingtin interacting protein 1",-0.605734532379772,3.87799809151104,-5.46809494583114,0.000136923718806798,0.00156580495804822,0.873743731480218
"432768",NA,NA,0.680305765916983,4.25584069608809,5.46633411654384,0.000137315879623231,0.00156915412983771,1.11327096540398
"75690","Vsig10l","V-set and immunoglobulin domain containing 10 like",-0.920635185942739,1.91800199197995,-5.46491905888457,0.000137631889675344,0.00157162889048348,1.26388258960417
"54366","Ctnnal1","catenin alpha like 1",-0.717499363342849,5.9563267074188,-5.46433803823132,0.00013776186469095,0.0015719772632316,0.842250589898814
"211922","Dennd6a","DENN domain containing 6A",-0.577689690337626,5.14984517684712,-5.4627613262417,0.000138115228902611,0.00157487235034406,0.924006671978026
"213393","Depp1","DEPP1 autophagy regulator",1.6536931843024,3.33311253212829,5.46212879762299,0.000138257256006285,0.00157535520830809,1.1161469238719
"207806","Usf3","upstream transcription factor family member 3",-0.482852405524972,5.50251950158637,-5.45990779134192,0.000138757177249286,0.00157991241300267,0.85874867251029
"66481","Rps21","ribosomal protein S21",0.57719421735337,5.5507409043886,5.45836904901918,0.000139104645423911,0.00158272844944528,0.932868945074155
"225861","Snx32","sorting nexin 32",-1.03937611802092,0.83349917665359,-5.45746373099752,0.000139309506175362,0.00158391901841398,1.29387637189428
"24127","Xrn1","5'-3' exoribonuclease 1",-0.894565649573562,4.12721641025203,-5.45498633968199,0.000139871731133673,0.0015891681084375,1.06549444262137
"64934","Pes1","pescadillo ribosomal biogenesis factor 1",0.669914796645479,5.1794662273335,5.45304025843984,0.000140315055035345,0.00159305971966853,0.967807107355536
"320817","Atad2b","ATPase family, AAA domain containing 2B",-0.60139589954096,5.45677850394991,-5.45174674996773,0.000140610539130843,0.00159526845687283,0.887106724671593
"24128","Xrn2","5'-3' exoribonuclease 2",0.572942907100436,6.43385654075994,5.45021586188062,0.000140961096256165,0.00159809839686688,0.82978065546455
"140743","Rem2","rad and gem related GTP binding protein 2",-0.979859849642041,4.48130486905555,-5.44800125898144,0.000141469846474682,0.00160271645425511,0.902036713959481
"80981","Arl4d","ADP-ribosylation factor-like 4D",1.43299387709727,7.89726949994774,5.44732433188665,0.000141625739298413,0.00160333322626943,0.834523311759003
"231861","Tnrc18","trinucleotide repeat containing 18",-0.584100192430549,7.28614755644834,-5.44442549040108,0.000142295376517188,0.00160829747545472,0.829924159558797
"12193","Zfp36l2","zinc finger protein 36, C3H type-like 2",0.763267142421427,9.74200079441321,5.44413793319589,0.000142361984247756,0.00160829747545472,0.852095924268936
"71198","Otud1","OTU domain containing 1",-0.823101328667967,3.12280189584754,-5.44410533411092,0.000142369537342518,0.00160829747545472,1.05637655939339
"65019","Rpl23","ribosomal protein L23",0.576171324140317,7.31477992514284,5.44063017876972,0.000143177144041825,0.001616265417455,0.804638500067886
"26886","Cenph","centromere protein H",2.27582600653732,1.91140670583694,5.43927406255465,0.000143493605185785,0.00161844059377765,1.17802208690258
"21930","Tnfaip6","tumor necrosis factor alpha induced protein 6",0.850671708855983,2.1556306238755,5.4389272866945,0.000143574646448764,0.00161844059377765,1.23546251160192
"72507","Dzip1l","DAZ interacting protein 1-like",-0.617552968406411,2.3967754513258,-5.43796065716562,0.00014380080157163,0.00161983340040899,0.942384221028207
"109620","Dsp","desmoplakin",-0.966149637080493,7.39151426196806,-5.43743100169337,0.000143924880175835,0.00161983340040899,0.834386836967743
"27275","Nufip1","nuclear FMR1 interacting protein 1",1.13740127304111,3.96921554218736,5.43708630577807,0.000144005690178097,0.00161983340040899,1.16885314737017
"21815","Tgif1","TGFB-induced factor homeobox 1",0.953010364882713,7.59934851652514,5.4361679511094,0.000144221221187497,0.00162110396845463,0.799714650289741
"224997","Dlgap1","DLG associated protein 1",2.4322888034212,-1.11650722672681,5.43381121361251,0.000144775885724241,0.00162618201704755,1.12855071184409
"19385","Ranbp1","RAN binding protein 1",0.877643183961319,5.47313171546311,5.43234510801427,0.00014512207054456,0.00162891278614078,0.915259762532375
"71853","Pdia6","protein disulfide isomerase associated 6",0.549972594267034,7.67381018006525,5.43167641729627,0.000145280254757486,0.00162953097671207,0.7885785028718
"215789","Phactr2","phosphatase and actin regulator 2",-0.731835923402481,4.28491242173749,-5.43035639892799,0.000145593048965508,0.00163188123819212,0.82896553196467
"100034361","Mfap1b","microfibrillar-associated protein 1B",-0.61374335104953,4.32592482529745,-5.42954580653304,0.000145785479917312,0.00163288003161814,0.998736646544599
"22420","Wnt6","wingless-type MMTV integration site family, member 6",-0.617442837636714,1.6409565208002,-5.42729650850752,0.000146320856895023,0.00163672333358636,0.786857103285044
"67781","Ilf2","interleukin enhancer binding factor 2",0.576370528670838,5.86406553661864,5.42723409406261,0.000146335742239783,0.00163672333358636,0.806817525373742
"71268","Lrrfip2","leucine rich repeat (in FLII) interacting protein 2",-0.661620468867572,4.80110886137911,-5.42657027376766,0.000146494156749224,0.00163733638844748,0.891840608575887
"18104","Nqo1","NAD(P)H dehydrogenase, quinone 1",-0.753964531112747,3.29312264986635,-5.42288659520349,0.000147376519326513,0.00164447957664889,0.836364493786944
"20310","Cxcl2","C-X-C motif chemokine ligand 2",2.10718088496587,6.21560591056962,5.42280090716921,0.000147397110909508,0.00164447957664889,1.03030943354096
"269582","Clspn","claspin",1.47092239309039,3.21488952471487,5.42259988986451,0.000147445429012369,0.00164447957664889,1.27939869622165
"66197","Cks2","CDC28 protein kinase regulatory subunit 2",1.3392750580643,2.77017723183988,5.41986772925047,0.000148103808822352,0.00165062989972624,1.25517111426381
"13404","Dmc1","DNA meiotic recombinase 1",-3.08759125707861,-2.66430952969231,-5.41944579425164,0.000148205759789391,0.00165062989972624,0.74093204024824
"14955","H19","H19, imprinted maternally expressed transcript",-3.02144353065438,0.920534086533828,-5.41770842716126,0.000148626334032533,0.00165414829792264,1.26053732735394
"68015","Trap1","TNF receptor-associated protein 1",0.501313068946918,6.56515702682761,5.41642379787464,0.000148938119398167,0.00165645182193429,0.769026229646271
"14451","Gas1","growth arrest specific 1",-0.802243930087945,5.18039971507403,-5.4097108685001,0.000150578615967797,0.00167351930151552,0.780299778555843
"12450","Ccng1","cyclin G1",-0.513649447854601,5.97171745870011,-5.40571570371927,0.000151563968507649,0.0016832866888931,0.758901515805109
"26363","Btd","biotinidase",-0.552056310811452,4.01943968016139,-5.40484888611866,0.000151778651884884,0.00168448722920555,0.916883276217536
"11758","Prdx6","peroxiredoxin 6",0.658851011747892,6.73465652314016,5.4023713114413,0.000152394035814867,0.00169013006457414,0.756465445493417
"52398","Septin11","septin 11",0.956364065888509,6.59954109146312,5.40070309317631,0.00015280986967491,0.00169355342239991,0.78176401996884
"100040123","Gm2614","predicted gene 2614",0.554624281048316,6.93390551309683,5.3994245235879,0.000153129384909525,0.00169590525515776,0.738741999442968
"72997","Kantr","Kdm5c adjacent non-coding transcript",-1.07875368486083,1.02933201744152,-5.3979692654877,0.000153493910593208,0.00169875193488449,1.23159113492345
"94280","Sfxn3","sideroflexin 3",-0.776989777295848,5.42889871083283,-5.39398318000383,0.000154497064891791,0.00170805436984078,0.807775131059052
"263406","Plekhg3","pleckstrin homology domain containing, family G (with RhoGef domain) member 3",0.662343045943565,5.61393767936027,5.39377120513971,0.000154550604206044,0.00170805436984078,0.850792885730184
"13078","Cyp1b1","cytochrome P450, family 1, subfamily b, polypeptide 1",0.947408650531244,5.4755224527007,5.39117686919677,0.000155207450068275,0.00171356948315603,0.724766244732149
"233406","Prc1","protein regulator of cytokinesis 1",1.56255006171289,4.05001975311423,5.39094427311474,0.000155266483161189,0.00171356948315603,1.10551615537131
"16391","Irf9","interferon regulatory factor 9",-0.503682223405461,6.14824695877445,-5.38937056646487,0.000155666512669406,0.00171678546142867,0.715833808447766
"668041","Gm8942","predicted gene 8942",0.632954640162543,8.04024133188837,5.38862168511687,0.000155857255892122,0.00171695364102145,0.71930854147097
"76626","Msi2","musashi RNA-binding protein 2",-0.580240531379866,5.82046398088276,-5.38845775277829,0.000155899042955313,0.00171695364102145,0.750584426865377
"244886","Tmem266","transmembrane protein 266",2.20992811692338,0.112296060397397,5.38710170055076,0.000156245159069442,0.00171956719633249,1.10078158889972
"71389","Chd6","chromodomain helicase DNA binding protein 6",-0.592727116944631,6.38475984722191,-5.38606423714197,0.000156510505211737,0.00172128881305936,0.709926076702355
"224904","Micos13","mitochondrial contact site and cristae organizing system subunit 13",0.610595628734693,4.90541867308455,5.38509913392842,0.00015675777001989,0.00172280931668591,0.899934331730821
"14190","Fgl2","fibrinogen-like protein 2",1.7315300275957,3.61804403327354,5.38428438306887,0.00015696683376413,0.00172390815900508,1.01685536013378
"245671","Klf8","Kruppel-like transcription factor 8",-1.29364088170408,1.16422613483075,-5.38374088156463,0.00015710645851554,0.00172424338220805,1.21028201467605
"219140","Spata13","spermatogenesis associated 13",1.07283042409826,4.90993497723515,5.38113901266986,0.000157776687862404,0.00172937903520118,1.1564052622615
"50767","Pnpla6","patatin-like phospholipase domain containing 6",-0.604741147352642,4.680996293618,-5.38107485364442,0.000157793252895476,0.00172937903520118,0.872807640537495
"20815","Srpk1","serine/arginine-rich protein specific kinase 1",0.561459376246051,5.91829555918445,5.37980139503384,0.000158122422466601,0.00173178569969658,0.740399951820888
"17132","Maf","MAF bZIP transcription factor",-0.750057499653918,1.60086558119778,-5.3785485179528,0.000158446977323513,0.00173413852466815,0.985235509937459
"18483","Palm","paralemmin",-0.555183336069676,2.58175424558077,-5.37764716846173,0.000158680903345945,0.00173549688337669,0.762651806789896
"11857","Arhgdib","Rho, GDP dissociation inhibitor beta",1.181223574968,2.43220351851817,5.37584143913756,0.000159150635931037,0.00173943060183548,1.04432901454977
"65107","Lrp10","low-density lipoprotein receptor-related protein 10",-0.51165911420077,6.62990251592775,-5.37453842894761,0.000159490502707409,0.00174194050089004,0.698590973707929
"18130","Ints6","integrator complex subunit 6",-0.723649545251518,6.42426811099466,-5.37409579640098,0.000159606129172633,0.00174199949271015,0.690365024947575
"21453","Tcof1","treacle ribosome biogenesis factor 1",0.944053489530494,5.33785184252526,5.37070020843468,0.000160496079266985,0.00175050382107345,0.768045098415598
"68667","Trpm4","transient receptor potential cation channel, subfamily M, member 4",-0.60529713436959,5.34847492444856,-5.36827329557686,0.000161135348064986,0.0017562641660821,0.789227439347309
"14421","B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1",1.2129023766953,4.74386845070896,5.36255548536689,0.000162652081983221,0.00177157374477107,1.11812469116114
"110323","Cox6b1","cytochrome c oxidase, subunit 6B1",0.547297703723272,6.66544937227671,5.36044183064025,0.00016321655681139,0.00177649756463307,0.683572837732422
"209086","Samd9l","sterile alpha motif domain containing 9-like",-0.737064039451932,4.08366308516087,-5.35735008484472,0.000164045957171044,0.00178429615081292,0.768194255382762
"67731","Fbxo32","F-box protein 32",-1.17755351574081,6.26591032577982,-5.35648670585253,0.000164278360862817,0.00178559505851166,0.682287649321803
"67427","Rps20","ribosomal protein S20",0.590059040980203,7.9175447777632,5.35333704877215,0.000165129124372604,0.0017928157490409,0.65894127234831
"235682","Zfp445","zinc finger protein 445",-0.45781935225167,5.94787170343247,-5.35318777414989,0.000165169560276104,0.0017928157490409,0.680311399929661
"627317","Gm6745","ribosomal protein L11 pseudogene",0.703325968968433,4.56958365464229,5.35268716536631,0.000165305242572482,0.00179305700316781,0.913872146592315
"110197","Dgkg","diacylglycerol kinase, gamma",2.39445430459064,-1.64561227421192,5.34997524314928,0.000166042308433411,0.0017996533356547,0.939814903540109
"14282","Fosb","FBJ osteosarcoma oncogene B",-1.09685350549276,11.240764183409,-5.3496126541742,0.000166141117231094,0.0017996533356547,0.727738317481303
"20823","Ssb","small RNA binding exonuclease protection factor La",0.582563788906563,7.09522449369727,5.34672094020134,0.000166931353047364,0.00180695931253122,0.645558690178973
"16646","Kpna1","karyopherin subunit alpha 1",0.562826861659898,6.47682520907102,5.34573863026101,0.000167200693690093,0.00180695931253122,0.644018581769395
"19305","Pex5","peroxisomal biogenesis factor 5",0.724758364423275,6.31407001633502,5.34541201919039,0.000167290348785313,0.00180695931253122,0.65946223105385
"381293","Kif14","kinesin family member 14",1.65164286137136,1.91338205048673,5.34506051508152,0.000167386893553805,0.00180695931253122,1.14565841025078
"20747","Spop","speckle-type BTB/POZ protein",-0.626929838644872,6.90899194951897,-5.3450591406657,0.00016738727116842,0.00180695931253122,0.640668050990402
"71998","Slc25a35","solute carrier family 25, member 35",-0.896818055457333,2.88988035844269,-5.34457734459002,0.000167519697727508,0.00180715447295941,1.05788209589035
"13684","Eif4e","eukaryotic translation initiation factor 4E",0.765725941687649,6.96673108485818,5.34323948781077,0.000167887999570344,0.00180989218636407,0.641312885625701
"69568","Vkorc1l1","vitamin K epoxide reductase complex, subunit 1-like 1",1.05235298793431,3.28782403248342,5.34256349578336,0.000168074418919104,0.00181066674614691,1.07339434124008
"269514","Fbxl4","F-box and leucine-rich repeat protein 4",-0.757788291383798,4.09506656892725,-5.33657626013172,0.000169735064537457,0.00182731128061987,0.849564585559359
"70549","Tln2","talin 2",0.858341979884364,5.70146505166307,5.33541568501787,0.000170058959041261,0.00182955193239489,0.676012086236351
"217843","Unc79","unc-79 homolog",-1.2069613923746,-0.464192458269524,-5.33462038895325,0.000170281286462805,0.00183069758588991,0.945750906441621
"667090","Gm8451","predicted gene 8451",0.60179457884928,5.2265897080134,5.3336881709578,0.000170542280126546,0.00183225710069336,0.754830311020225
"68750","Rreb1","ras responsive element binding protein 1",-0.675157602599825,5.55710601613165,-5.33214992984919,0.000170973862920605,0.00183386203253643,0.737181093373485
"26912","Gcat","glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase)",-0.871814502089587,3.51103112419803,-5.33214094096236,0.000170976388297454,0.00183386203253643,0.869710095666074
"74302","Mtmr3","myotubularin related protein 3",-0.500258047627038,6.19572354034064,-5.3319153593769,0.000171039777015863,0.00183386203253643,0.623629265720532
"15983","Ifrd2","interferon-related developmental regulator 2",0.973673559552265,4.91194547412539,5.32995064586315,0.000171592910437711,0.00183854532647972,0.840903012380982
"21664","Phlda1","pleckstrin homology like domain, family A, member 1",1.05711262559581,6.9475964858719,5.32939595144132,0.000171749416083542,0.00183897545513842,0.627807215191714
"12380","Cast","calpastatin",-0.788205238379081,5.64965223744114,-5.32702855475019,0.000172419060976581,0.00184416008976353,0.638615646050787
"11622","Ahr","aryl-hydrocarbon receptor",0.748672902507085,5.35576083263088,5.32656014646806,0.000172551880685179,0.00184416008976353,0.641073058108708
"110542","Amhr2","anti-Mullerian hormone type 2 receptor",-1.47494884497227,-0.70570125642713,-5.32644799218852,0.000172583698605433,0.00184416008976353,1.12267021221531
"12608","Cebpb","CCAAT/enhancer binding protein beta",0.661207409277118,8.94351670483516,5.32518122450547,0.000172943506583995,0.00184675620138748,0.632674516968256
"12615","Cenpa","centromere protein A",2.23295530441938,2.57459571779244,5.32380517468269,0.000173335248859348,0.00184945122205152,1.118317268419
"219072","Haus4","HAUS augmin-like complex, subunit 4",0.979291081828088,3.23432622669004,5.32325268179037,0.000173492798411386,0.00184945122205152,1.05781604666728
"14962","Cfb","complement factor B",1.37680099186135,4.59057402652011,5.32293220798876,0.000173584254130112,0.00184945122205152,0.98867192737818
"100216534","Snord96a","small nucleolar RNA, C/D box 96A",1.07951882226468,2.41578970693203,5.3226083068391,0.000173676739459121,0.00184945122205152,1.07574017698162
"106068","Slc45a4","solute carrier family 45, member 4",-0.576735189531462,4.85026764003944,-5.3222433529663,0.000173781008905752,0.00184945122205152,0.653993887203457
"18806","Pld2","phospholipase D2",-0.877495453171745,5.33610767907857,-5.32142021869837,0.00017401642495491,0.00185071034992422,0.695683205230811
"77411","Esrp2","epithelial splicing regulatory protein 2",1.15191801439063,4.58904511890049,5.32063094726199,0.000174242471274717,0.00185186820176572,1.04471032033696
"63913","Niban1","niban apoptosis regulator 1",-0.637962729517906,5.91141602975478,-5.31885860913995,0.000174751192756587,0.00185602678113246,0.639434705224742
"71514","Sfpq","splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)",0.477678227345844,8.85921837041987,5.31817606670716,0.000174947522137227,0.00185686409661298,0.628218261281365
"59053","Hgh1","HGH1 homolog",1.19364312904228,3.1654033104896,5.31508889834886,0.000175838430232351,0.00186506748415576,1.05247151393143
"224065","Uts2b","urotensin 2B",-1.58973371985774,-1.35709910499006,-5.31444728205507,0.000176024188741403,0.00186571546403289,1.02607418263221
"53382","Txnl1","thioredoxin-like 1",0.547589690928266,6.6926387158655,5.31377299264823,0.000176219629090041,0.00186571546403289,0.597375344117701
"53817","Ddx39b","DEAD box helicase 39b",0.455577919217706,7.13686288361614,5.31365558760043,0.000176253681840111,0.00186571546403289,0.5883225475601
"74204","Xpo6","exportin 6",0.447200365855972,6.2577783013985,5.3129017748439,0.00017647248640992,0.00186678124178205,0.595401279086637
"211623","Plac9","placenta specific 9",-1.77774291926136,-0.44109405603225,-5.3123309793447,0.000176638357735395,0.00186728602384628,1.11156219026576
"21335","Tacc3","transforming, acidic coiled-coil containing protein 3",1.30125583990359,4.18664315401001,5.30945268819631,0.000177477281464849,0.00187490037183856,0.986711081745065
"27214","Dbf4","DBF4 zinc finger",1.04532541923964,3.51083983547149,5.30433739468276,0.000178978572202547,0.00188845672997765,1.03388118833045
"71169","Nbas","neuroblastoma amplified sequence",-0.612140878376398,5.59238666252422,-5.30426638951828,0.000178999505283885,0.00188845672997765,0.604428011738365
"13711","Elf5","E74-like factor 5",1.09651791379075,6.01518642573923,5.30278508680353,0.000179436796777858,0.00189180729571533,0.858328837354835
"114255","Dok4","docking protein 4",-0.726778229472899,3.67463321070666,-5.30217726371634,0.000179616555564584,0.00189244002942846,0.848485941356818
"16396","Itch","itchy, E3 ubiquitin protein ligase",-0.496964033309268,6.11854568145842,-5.30032776556237,0.000180164695463822,0.00189695059767504,0.585017150203061
"66870","Serbp1","serpine1 mRNA binding protein 1",0.552768842130316,8.33470110227687,5.29737817473712,0.000181042514855868,0.00190285099887753,0.576499765286438
"14782","Gsr","glutathione reductase",1.22025847338996,5.07508597753214,5.29734922776504,0.000181051151933805,0.00190285099887753,0.77692431117821
"260299","Cadm4","cell adhesion molecule 4",1.20090520390162,3.88081880849596,5.29723144116128,0.000181086301082751,0.00190285099887753,1.08217753980471
"21808","Tgfb2","transforming growth factor, beta 2",0.663984254515036,5.33112849504897,5.29313513179457,0.000182313171105271,0.00191447000408485,0.631717109802214
"217593","Slc25a21","solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21",-1.09468132769117,-1.91173606095679,-5.29224948799994,0.000182579574174095,0.00191476989238552,1.07013416889728
"20442","St3gal1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1",1.12767161819415,7.09681728025281,5.2918712918359,0.000182693460870594,0.00191476989238552,0.563579405031974
"18295","Ogn","osteoglycin",-1.28288219807179,1.43135165516655,-5.29173284488745,0.000182735170252467,0.00191476989238552,0.93278605930066
"78798","Eml4","echinoderm microtubule associated protein like 4",0.741632267748851,4.78766193276291,5.29129043988815,0.000182868519041344,0.00191476989238552,0.696272664123279
"382051","Pdp2","pyruvate dehydrogenase phosphatase catalytic subunit 2",-1.60429147786716,1.92978614325133,-5.29102851648879,0.000182947515660727,0.00191476989238552,1.06632919793004
"66181","Nop10","NOP10 ribonucleoprotein",0.530363377072614,4.64771535612502,5.28999121813059,0.000183260719519562,0.00191677856471685,0.733957152903631
"619288","Garin4","golgi associated RAB2 interactor family member 4",-1.66030817764194,1.67290093069219,-5.2875274391259,0.000184006899681276,0.00192331021333524,1.06640135079234
